web-scraper-order,web-scraper-start-url,title,address,price,livingSpace,rooms,tag1,tag2,linkRef
"1609406693-3312","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=35","null","Hasenheide 67, Neukölln (Ortsteil), Berlin","259.300 €","59,36 m²","1 Zi.1","Provisionsfrei*","Keller","/expose/108762540"
"1609406907-3866","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=7","Altbauwohnung nahe Volkspark Friedrichshain vermietet // ohne Vorkaufsrecht + ohne Sperrfrist","Ebertystraße 54, Friedrichshain, Berlin","468.200 €","104,27 m²","3 Zi.3","Online-Besichtigung","Keller","/expose/110129950"
"1609406873-3764","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=12","NEUWir sanieren für Sie! Frisch ins neue Jahr mit einer neuen Wohnung! Sofort Bezugsfrei","Wichertstraße 43, Prenzlauer Berg, Berlin","355.000 €","51,74 m²","2 Zi.2","Provisionsfrei*","Keller","/expose/124885224"
"1609406705-3359","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=33","null","Haewererweg 12, Buckow, Berlin","175.800 €","59 m²","2 Zi.2","Provisionsfrei*","Balkon/Terrasse","/expose/124931668"
"1609406236-2093","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=96","null","Moabit, Berlin","189.000 €","38 m²","2 Zi.2","Einbauküche","Keller","/expose/125487631"
"1609406244-2119","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=95","null","Charlottenburg, Berlin","299.000 €","46 m²","1,5 Zi.1,5","Balkon/Terrasse","Einbauküche","/expose/125490662"
"1609406229-2075","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=97","null","Bohnsdorf, Berlin","310.000 €","92 m²","3,5 Zi.3,5","Online-Besichtigung","Keller","/expose/125345284"
"1609406490-2716","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=65","null","Zehlendorf, Berlin","725.000 €","148 m²","5 Zi.5","Balkon/Terrasse","Einbauküche","/expose/125098128"
"1609406610-3073","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=47","null","Schönwalder Straße 67, Spandau (Ortsteil), Berlin","200.000 €","60 m²","2 Zi.2","Provisionsfrei*","Balkon/Terrasse","/expose/123775771"
"1609406859-3724","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=14","null","Wrangelstr. 94, Kreuzberg, Berlin","209.000 €","33,67 m²","1 Zi.1","Online-Besichtigung","null","/expose/124419620"
"1609406482-2692","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=66","null","Pettenkoferstr. 42, Friedrichshain, Berlin","207.404 €","44,02 m²","2 Zi.2","Einbauküche","Keller","/expose/125502762"
"1609406750-3489","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=26","null","Friedenau, Berlin","549.999 €","108 m²","4 Zi.4","Einbauküche","Keller","/expose/123096179"
"1609406294-2242","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=88","null","Rheingaustraße 19, Friedenau, Berlin","229.000 €","49,5 m²","2 Zi.2","null","null","/expose/116795819"
"1609406555-2902","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=55","null","Gubener Straße 37, Friedrichshain, Berlin","288.568,81 €","60,57 m²","2 Zi.2","Online-Besichtigung","null","/expose/116987351"
"1609406810-3605","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=20","null","Charlottenburg, Berlin","327.490 €","74 m²","2,5 Zi.2,5","Balkon/Terrasse","Aufzug","/expose/120720932"
"1609406791-3587","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=21","null","Corinthstraße 53, Friedrichshain, Berlin","203.999 €","40 m²","1 Zi.1","Online-Besichtigung","Balkon/Terrasse","/expose/125033659"
"1609406894-3825","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=9","ONLY WITH US: MODERNIZED,COMPACT 3-ROOM APARTMENT WITH SOUTH FACING BALCONY IN BEAUTIFUL ZEHLENDORF","Zehlendorf, Berlin","365.000 €","74,96 m²","3,5 Zi.3,5","Online-Besichtigung","Balkon/Terrasse","/expose/124091978"
"1609406603-3055","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=48","null","Wilmersdorf, Berlin","330.000 €","59 m²","2 Zi.2","Balkon/Terrasse","Einbauküche","/expose/123379270"
"1609406673-3253","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=38","null","Steglitz, Berlin","257.000 €","59 m²","2 Zi.2","Online-Besichtigung","Gäste-WC","/expose/124462027"
"1609406738-3455","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=28","null","Wrangelstraße 10, Steglitz, Berlin","599.999 €","134,8 m²","3 Zi.3","Balkon/Terrasse","null","/expose/109853815"
"1609406555-2915","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=55","null","Landsberger Allee 53/Virchowstraße 1, Friedrichshain, Berlin","723.239,67 €","155,18 m²","3 Zi.3","Online-Besichtigung","Balkon/Terrasse","/expose/116649785"
"1609406199-2020","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=100","null","Friedrich-Wilhelm Straße 73-74, Reinickendorf (Ortsteil), Berlin","350.000 €","85 m²","3 Zi.3","Online-Besichtigung","Balkon/Terrasse","/expose/124818935"
"1609406281-2208","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=90","null","Schöneberg, Berlin","725.000 €","100 m²","4 Zi.4","Einbauküche","Garten","/expose/115208347"
"1609406294-2251","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=88","null","Bossestraße 8, Friedrichshain, Berlin","249.000 €","53,59 m²","2 Zi.2","Balkon/Terrasse","null","/expose/116795106"
"1609406281-2215","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=90","null","Schöneberg, Berlin","160.000 €","35 m²","1 Zi.1","Online-Besichtigung","Provisionsfrei*","/expose/114434215"
"1609406643-3177","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=42","null","Schöneberg, Berlin","629.000 €","115 m²","4,5 Zi.4,5","Einbauküche","Keller","/expose/125220345"
"1609406287-2223","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=89","null","Klixstraße 3, Schöneberg, Berlin","669.000 €","148,75 m²","4,5 Zi.4,5","Balkon/Terrasse","Gäste-WC","/expose/116792300"
"1609406777-3570","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=22","null","Niederschöneweide, Berlin","205.925 €","65 m²","3 Zi.3","Online-Besichtigung","Einbauküche","/expose/120064980"
"1609406244-2106","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=95","null","Goethestr. 49, Weißensee, Berlin","249.500 €","63,45 m²","2 Zi.2","Balkon/Terrasse","Einbauküche","/expose/124344642"
"1609406719-3381","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=31","NEUMommsen & Wieland","Wielandstraße 15, Charlottenburg, Berlin","1.295.000 - 2.550.000 €","120,00 - 255,00 m²","sofort Bezugsfrei","null","null","https://www.immobilienscout24.de/neubau/euv-projekte-berlin-gmbh/mommsen-wieland/94998.html"
"1609406365-2439","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=79","null","Kiefholzstraße 5, Alt-Treptow, Berlin","448.000 €","108,22 m²","4 Zi.4","Provisionsfrei*","Balkon/Terrasse","/expose/123943331"
"1609406887-3814","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=10","Vermietete und großzügig geschnittene  Altbauwohnung in Mitte als Kapitalanlage","Torstraße 227, Mitte (Ortsteil), Berlin","511.900 €","101,45 m²","2 Zi.2","Provisionsfrei*","Keller","/expose/113926200"
"1609406945-3972","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=2","2-Zimmerwohnung mit Terrasse in Neubau mit Fitnessraum, Dachterrasse und Concierge in Mitte","Krausenstraße 37, Mitte (Ortsteil), Berlin","410.410 €","58,63 m²","2 Zi.2","Balkon/Terrasse","Einbauküche","/expose/124617217"
"1609406482-2695","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=66","null","Pankow (Ortsteil), Berlin","235.000 €","52,98 m²","2 Zi.2","Keller","null","/expose/125498878"
"1609406456-2601","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=70","null","Charlottenburg, Berlin","942.487 €","163,87 m²","6 Zi.6","Online-Besichtigung","Balkon/Terrasse","/expose/125345996"
"1609406810-3607","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=20","null","Steglitz, Berlin","465.000 €","82,79 m²","3 Zi.3","Online-Besichtigung","Provisionsfrei*","/expose/124618425"
"1609406596-3033","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=49","null","Voigtstraße 42, Friedrichshain, Berlin","419.000 €","72 m²","3 Zi.3","Keller","null","/expose/122943322"
"1609406859-3735","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=14","null","Ofener Straße 3, Wedding, Berlin","174.000 €","36,7 m²","1 Zi.1","Provisionsfrei*","Keller","/expose/123946321"
"1609406705-3356","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=33","null","Gesundbrunnen, Berlin","379.000 €","100 m²","4 Zi.4","Keller","Stufenlos","/expose/125345153"
"1609406719-3394","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=31","null","Moabit, Berlin","365.000 €","83 m²","3 Zi.3","Keller","null","/expose/124853903"
"1609406744-3474","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=27","null","Erasmusstraße 2, Moabit, Berlin","154.900 €","44,71 m²","1 Zi.1","Provisionsfrei*","Keller","/expose/112698446"
"1609406229-2068","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=97","null","Nikolassee, Berlin","435.000 €","70 m²","3 Zi.3","Balkon/Terrasse","Einbauküche","/expose/125477021"
"1609406535-2847","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=58","null","Wrangelstraße 10, Steglitz, Berlin","279.000 €","67,34 m²","2 Zi.2","Balkon/Terrasse","Keller","/expose/114686137"
"1609406515-2789","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=61","null","Rheingaustraße 19, Friedenau, Berlin","369.000 €","80,81 m²","3 Zi.3","Balkon/Terrasse","Keller","/expose/111625419"
"1609406377-2464","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=77","null","Hohenzollerndamm 36, Wilmersdorf, Berlin","199.000 €","40 m²","1 Zi.1","Balkon/Terrasse","Einbauküche","/expose/124307817"
"1609406719-3392","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=31","null","Motzstr. 28, Schöneberg, Berlin","727.500 €","121,25 m²","5 Zi.5","Balkon/Terrasse","Keller","/expose/121085919"
"1609406661-3207","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=40","null","Prenzlauer Berg, Berlin","329.000 €","51 m²","2 Zi.2","Balkon/Terrasse","Einbauküche","/expose/122046440"
"1609406725-3420","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=30","NEUVilla Württemberg","Württembergallee 4, Westend, Berlin","379.000 - 759.000 €","46,00 - 85,00 m²","sofort","null","null","https://www.immobilienscout24.de/neubau/allmyhomes-gmbh/villa-wuerttemberg/92905.html"
"1609406229-2067","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=97","null","Charlottenburg, Berlin","155.000 €","32 m²","1 Zi.1","Online-Besichtigung","Keller","/expose/125478661"
"1609406830-3650","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=18","null","Neue Schönholzer Straße 15, Pankow (Ortsteil), Berlin","373.197 €","57,88 m²","2 Zi.2","Online-Besichtigung","Provisionsfrei*","/expose/122260029"
"1609406338-2357","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=83","null","Britz, Berlin","210.000 €","55 m²","2 Zi.2","Balkon/Terrasse","Keller","/expose/122575028"
"1609406693-3306","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=35","null","Marchwitzastraße 25, Marzahn, Berlin","116.000 €","35,81 m²","1 Zi.1","Provisionsfrei*","Balkon/Terrasse","/expose/115830202"
"1609406568-2957","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=53","null","Corinthstraße 43, Friedrichshain, Berlin","389.000 €","96,61 m²","3 Zi.3","Provisionsfrei*","Keller","/expose/119159420"
"1609406763-3529","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=24","null","Westend, Berlin","279.000 €","69 m²","1,5 Zi.1,5","Provisionsfrei*","Balkon/Terrasse","/expose/124791942"
"1609406482-2696","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=66","null","Steglitz, Berlin","295.000 €","73,23 m²","2 Zi.2","Online-Besichtigung","Garten","/expose/125498825"
"1609406210-2033","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=99","null","Prenzlauer Berg, Berlin","498.000 €","86 m²","2 Zi.2","Balkon/Terrasse","Einbauküche","/expose/125175613"
"1609406719-3388","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=31","null","Nikolassee, Berlin","340.000 €","65 m²","2 Zi.2","Balkon/Terrasse","Einbauküche","/expose/125093484"
"1609406610-3074","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=47","null","Rochstraße 5, Mitte (Ortsteil), Berlin","1.457.896,49 €","127,37 m²","3 Zi.3","Online-Besichtigung","Balkon/Terrasse","/expose/123774986"
"1609406402-2528","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=74","null","Roscherstraße 7, Charlottenburg, Berlin","189.000 €","33 m²","1 Zi.1","null","null","/expose/125037764"
"1609406887-3808","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=10","NEUVermietete 3-Zimmer-Wohnung mit Balkon und Aufzug in Neukölln","Kopfstraße 40, Neukölln (Ortsteil), Berlin","276.900 €","73,32 m²","3 Zi.3","Provisionsfrei*","Balkon/Terrasse","/expose/118314026"
"1609406316-2295","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=86","null","Uhlandstraße 128, Wilmersdorf, Berlin","679.000 €","121,18 m²","4 Zi.4","Balkon/Terrasse","Keller","/expose/118312403"
"1609406589-3014","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=50","null","Marschnerstrasse 40-42, Lichterfelde, Berlin","172.000 €","43 m²","2 Zi.2","null","null","/expose/122229687"
"1609406260-2142","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=93","null","Wannsee, Berlin","470.000 €","92 m²","3 Zi.3","Balkon/Terrasse","Einbauküche","/expose/105531139"
"1609406810-3606","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=20","null","Schöneberg, Berlin","539.000 €","104 m²","3 Zi.3","Balkon/Terrasse","Einbauküche","/expose/124723512"
"1609406914-3886","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=6","Lichtdurchflutete Wohnung mit hohen Decken, Stuck und Balkon","Güntzelstraße 26, Wilmersdorf, Berlin","609.000 €","97 m²","3 Zi.3","Online-Besichtigung","Balkon/Terrasse","/expose/121628169"
"1609406712-3377","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=32","null","Haewererweg 14, Buckow, Berlin","212.550 €","71 m²","3 Zi.3","Provisionsfrei*","Balkon/Terrasse","/expose/125288438"
"1609406744-3480","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=27","null","Zachertstraße 8, Friedrichsfelde, Berlin","256.600 €","76,34 m²","2 Zi.2","Provisionsfrei*","Balkon/Terrasse","/expose/106639740"
"1609406661-3206","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=40","La Bollene","Poschingerstraße 16, Steglitz, Berlin","399.900 - 1.219.900 €","55,00 - 160,00 m²","4. Quartal 2020","null","null","https://www.immobilienscout24.de/neubau/bewocon-berliner-wohnbau-consuloet-gmbh/la-bollene/90018.html"
"1609406631-3130","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=44","null","Mariendorf, Berlin","190.000 €","66 m²","2 Zi.2","Balkon/Terrasse","Garten","/expose/124704040"
"1609406377-2468","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=77","null","Steglitz, Berlin","189.000 €","41,41 m²","1 Zi.1","Online-Besichtigung","Balkon/Terrasse","/expose/124306108"
"1609406712-3372","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=32","null","Holzhauser Straße 73, Borsigwalde, Berlin","178.000 €","60 m²","2 Zi.2","Einbauküche","Keller","/expose/124959286"
"1609406693-3314","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=35","null","Johanniterstraße 4, Kreuzberg, Berlin","429.900 €","94,69 m²","3 Zi.3","Provisionsfrei*","Balkon/Terrasse","/expose/115205811"
"1609406229-2069","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=97","null","Prenzlauer Berg, Berlin","460.000 €","82 m²","2 Zi.2","Einbauküche","Keller","/expose/125476028"
"1609406610-3067","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=47","null","Schmargendorf, Berlin","370.000 €","59,74 m²","2 Zi.2","Online-Besichtigung","null","/expose/123881736"
"1609406866-3753","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=13","null","Altglienicke, Berlin","390.000 €","82 m²","3 Zi.3","Balkon/Terrasse","Einbauküche","/expose/124042131"
"1609406456-2602","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=70","null","Tegeler Weg 97b, Charlottenburg, Berlin","731.335 €","147,88 m²","5 Zi.5","Online-Besichtigung","Balkon/Terrasse","/expose/125345891"
"1609406617-3097","https://www.immobilienscout24.de/Suche/de/berlin/berlin/wohnung-kaufen?pagenumber=46","null","Wilmersdorf, Berlin","745.000 €","130 m²","3 Zi.3","Keller","Aufzug","/expose/124050111"
